"","entity_name","entity_type","num_appearances","org_type","CBO"
"16110","hydrometrics_wri_s","ORG",1,NA,NA
"16111","hydrogeologic_conceptual_model_bmp","ORG",1,NA,NA
"16112","hydrogeologic_conceptual_model_best_management_practices","ORG",1,NA,NA
"16113","hydrogeologic_framework_of_selected_areas_of_the_kaweah_sub_basin_region","ORG",1,NA,NA
"16114","hydrogeologic_zones","ORG",2,NA,NA
"16115","integrated_regional_water_management_implementation","ORG",1,NA,NA
"16116","identifying_district","ORG",1,NA,NA
"16117","implementation_research","ORG",1,NA,NA
"16118","infiltration","ORG",2,NA,NA
"16119","injection_trenches","ORG",1,NA,NA
"16120","integrated_regional_water_management_plan_and_groundwater_manage_ment_plans","ORG",1,NA,NA
"16121","interim_milestones_section_6","ORG",1,NA,NA
"16122","internal_peer_review_processes","ORG",1,NA,NA
"16123","kaweah_delta_water_conservation_district_monitoring_kaweah_delta_water_conservation_district","ORG",1,NA,NA
"16124","kaweah_basin_setting_report","ORG",2,NA,NA
"16125","kaweah_st_johns_river","ORG",2,NA,NA
"16126","kaweah_subbasin_basin_setting_components","GPE",1,NA,NA
"16127","kaweah_subbasin_geology","GPE",1,NA,NA
"16128","kii","GPE",1,NA,NA
"16129","kraft_foods","ORG",1,NA,NA
"16130","lc014","ORG",1,NA,NA
"16131","lema","ORG",1,NA,NA
"16132","land_subsidence_data_gaps","ORG",4,NA,NA
"16133","land_subsidence_monitoring_spatial_density_figure","ORG",1,NA,NA
"16134","land_use_agencies_tribal_governments_and_communities_remediation_and_groundwater_cleanup_beneficial","ORG",1,NA,NA
"16135","land_and_water_conservation_fund","ORG",1,NA,NA
"16136","legal_authority_legal","ORG",4,NA,NA
"16137","legal_authority_of_agency","ORG",1,NA,NA
"16138","lithologic_characterization_results","ORG",1,NA,NA
"16139","lithology_of_deeper_zones","ORG",1,NA,NA
"16140","lora","ORG",1,NA,NA
"16141","lower_kaweah_river_siphon","ORG",1,NA,NA
"16142","main_intake_canal_facilities","ORG",1,NA,NA
"16143","mkgsa1","ORG",1,NA,NA
"16144","mw_j2_fd10003","ORG",1,NA,NA
"16145","mw_j3","ORG",1,NA,NA
"16146","mw_k1","ORG",1,NA,NA
"16147","mw_l","ORG",1,NA,NA
"16148","management_data","ORG",1,NA,NA
"16149","martin_basin_east_cell","ORG",1,NA,NA
"16150","martin_basin_infiltration","ORG",1,NA,NA
"16151","matrix","ORG",11,NA,NA
"16152","measurable_objective_levels","ORG",1,NA,NA
"16153","metered_estimate_domestic_estimate_agriculture_estimate","ORG",1,NA,NA
"16154","model_calibration_adjustment","ORG",1,NA,NA
"16155","models","ORG",1,NA,NA
"16156","montgomery_associates_tulare_irrigation_district","ORG",1,NA,NA
"16157","moore_twining_associates_inc","ORG",1,NA,NA
"16158","mutal_water_company","ORG",1,NA,NA
"16159","nc001_and","ORG",1,NA,NA
"16160","nc004","ORG",1,NA,NA
"16161","np013","ORG",1,NA,NA
"16162","n_a_home_park","ORG",1,NA,NA
"16163","national_geodetic","ORG",1,NA,NA
"16164","national_water","ORG",1,NA,NA
"16165","new_basin","GPE",1,NA,NA
"16166","new_multilevel_monitoring_wells","ORG",1,NA,NA
"16167","next_mkgsa","ORG",1,NA,NA
"16168","non_community","ORG",1,NA,NA
"16169","non_profit_partnerships","ORG",1,NA,NA
"16170","nord","GPE",3,NA,NA
"16171","north_cell_infiltration","ORG",1,NA,NA
"16172","north_and_south_cells","GPE",1,NA,NA
"16173","northwest_cells","ORG",1,NA,NA
"16174","note","ORG",1,NA,NA
"16175","oak_valley","GPE",1,NA,NA
"16176","oak_valley_union_school","ORG",1,NA,NA
"16177","operations_maintenance_and_replacement","ORG",1,NA,NA
"16178","p566","ORG",1,NA,NA
"16179","pfs23","ORG",1,NA,NA
"16180","pvc_pipe","ORG",1,NA,NA
"16181","packwood_creek_water_conservation_project_description","ORG",1,NA,NA
"16182","packwood_school","ORG",1,NA,NA
"16183","page152","ORG",1,NA,NA
"16184","pages","ORG",1,NA,NA
"16185","parjana","ORG",1,NA,NA
"16186","parjana_egrp","ORG",1,NA,NA
"16187","participate","ORG",2,NA,NA
"16188","permeability_characterization_report","ORG",1,NA,NA
"16189","priority_1","ORG",1,NA,NA
"16190","priority_1_and","ORG",1,NA,NA
"16191","project_life","ORG",1,NA,NA
"16192","project_and_management_action_implementation","ORG",3,NA,NA
"16193","projects_and_management_actions_well_impact_prevention_mitigation_program","ORG",1,NA,NA
"16194","prop_1","ORG",1,NA,NA
"16195","prop_ie","ORG",1,NA,NA
"16196","public_community","ORG",1,NA,NA
"16197","qm","ORG",1,NA,NA
"16198","rapt","ORG",1,NA,NA
"16199","ratec","GPE",1,NA,NA
"16200","rayo_water_co","ORG",1,NA,NA
"16201","recirculation_programs","ORG",1,NA,NA
"16202","regional_partners","ORG",1,NA,NA
"16203","regional_water_quality","ORG",3,NA,NA
"16204","reservoir","ORG",10,NA,NA
"16205","rocky_ford_diversion_rehabilitation_project","ORG",1,NA,NA
"16206","sodium_adsorption_ratio","ORG",15,NA,NA
"16207","sb7","ORG",1,NA,NA
"16208","sustainable_groundwater_management_act_planning","ORG",3,NA,NA
"16209","sjr_restoration_settlement","ORG",1,NA,NA
"16210","sw_city","ORG",1,NA,NA
"16211","sagina","GPE",2,NA,NA
"16212","saint_johns_river","GPE",3,NA,NA
"16213","san_joaquin_river_restoration_project","GPE",2,NA,NA
"16214","san_joaquin_river_settlement","GPE",1,NA,NA
"16215","section_418","ORG",1,NA,NA
"16216","stakeholder_communications","ORG",8,NA,NA
"16217","standard_operating_procedures_for_equipment_decontamination","ORG",1,NA,NA
"16218","standard_operating_procedures_for_sample_handling","ORG",1,NA,NA
"16219","strategic_growth_council","ORG",1,NA,NA
"16220","subbasin_geophysical_data_survey_project_description_tulare_irrigation_district","ORG",1,NA,NA
"16221","summer","ORG",1,NA,NA
"16222","sun_world_international","ORG",1,NA,NA
"16223","surface_energy_balance","ORG",7,NA,NA
"16224","swainson_hawk","ORG",1,NA,NA
"16225","swall_basin_northwest_cell","GPE",1,NA,NA
"16226","tulare_irrigation_district_s_system_optimization_review","ORG",1,NA,NA
"16227","table_3_of_hydrometrics_wri","ORG",1,NA,NA
"16228","table_3_of_hydrometrics_wri_s","ORG",1,NA,NA
"16229","table_8_of_hydrometrics_wri_s","ORG",1,NA,NA
"16230","tagus_basin_north_cell","ORG",1,NA,NA
"16231","tagus_basin_south_cell","ORG",1,NA,NA
"16232","task_3_of_the_united_states_bureau","ORG",1,NA,NA
"16233","technical_review","ORG",1,NA,NA
"16234","technicon","ORG",1,NA,NA
"16235","technicon_engineering_services","ORG",1,NA,NA
"16236","technicon_engineering_services_inc","ORG",1,NA,NA
"16237","terracon_of_tucson","ORG",1,NA,NA
"16238","basement_complex","ORG",3,NA,NA
"16239","climate_change_data_user_manual","ORG",1,NA,NA
"16240","crocker_cut_project","ORG",2,NA,NA
"16241","district_s_main_intake_canal","ORG",2,NA,NA
"16242","guidance_document","ORG",2,NA,NA
"16243","martin_basin_demonstration_project","ORG",1,NA,NA
"16244","mid_kaweah_groundwater_sustainability_agency_management_committee","ORG",1,NA,NA
"16245","rocky_ford_diversion","ORG",1,NA,NA
"16246","st_johns_river_siphon_project","ORG",1,NA,NA
"16247","sustainability_goal_and_undesirable_results","ORG",2,NA,NA
"16248","tagus_basin","ORG",1,NA,NA
"16249","tulare_irrigation_district_gmp","ORG",1,NA,NA
"16250","water_resources_section_of_the_conservation_and_open_space_element","ORG",1,NA,NA
"16251","third_edition","ORG",1,NA,NA
"16252","timeseries","ORG",1,NA,NA
"16253","trench","GPE",1,NA,NA
"16254","tulare_county_code","GPE",2,NA,NA
"16255","tulare_county_public_works","ORG",1,NA,NA
"16256","tulare_id_average_total_diversions","ORG",1,NA,NA
"16257","tulare_id_s","ORG",1,NA,NA
"16258","tulare_irrigation_district_conjunctive_exchange","ORG",1,NA,NA
"16259","tulare_irrigation_district_system_optimization_review_study_report","ORG",1,NA,NA
"16260","tulare_tulare_irrigation_district_assessment_agreement","ORG",1,NA,NA
"16261","tulare_tulare_irrigation_district_joint_recharge_facilities_construction","ORG",1,NA,NA
"16262","tulco_system","ORG",1,NA,NA
"16263","united_states_united_states_united_states_geological_survey_national_water","ORG",2,NA,NA
"16264","visalia_eastside_regional_park_groundwater_recharge","ORG",1,NA,NA
"16265","visalia_kaweah_water_co","ORG",1,NA,NA
"16266","wq","GPE",1,NA,NA
"16267","wr15","ORG",1,NA,NA
"16268","wr19_collection","ORG",1,NA,NA
"16269","wr32","ORG",1,NA,NA
"16270","wr_17_collection_of_additional_groundwater_information","ORG",1,NA,NA
"16271","wastewater_conservation_plant","ORG",1,NA,NA
"16272","watte_basins","ORG",1,NA,NA
"16273","watte_doris","ORG",1,NA,NA
"16274","waukena_hamlet_tulare_irrigation_district","ORG",1,NA,NA
"16275","waukena_joint_union_elementary","ORG",1,NA,NA
"16276","wells_completion_monitored","ORG",1,NA,NA
"16277","wells_monitoring","ORG",1,NA,NA
"16278","western_least","ORG",1,NA,NA
"16279","wet_498","ORG",1,NA,NA
"16280","x_comments","ORG",1,NA,NA
"16281","aall","ORG",1,NA,NA
"16282","a_bureau_water_energy_and_efficiency_grant","ORG",1,NA,NA
"16283","a_community_community","ORG",1,NA,NA
"16284","a_district_strategic_planning_effort","ORG",1,NA,NA
"16285","a_groundwater_recharge_capacity_study","ORG",1,NA,NA
"16286","a_speaker_s_bureau_program","ORG",1,NA,NA
"16287","a_water_resources_investigation","ORG",1,NA,NA
"16288","becomes","ORG",1,NA,NA
"16289","httpswwwwatercagov","ORG",1,NA,NA
"16290","mapbook","ORG",1,NA,NA
"16291","advisory_committee_assessment","ORG",1,NA,NA
"16292","advisory_committee_and_management_committee","ORG",1,NA,NA
"16293","authority_11","ORG",1,NA,NA
"16294","basin_sw","ORG",1,NA,NA
"16295","basin_settings","ORG",2,NA,NA
"16296","united_states_united_states_united_states_united_states_bureau_of_reclamation_water_energy_and_efficiency_grant","ORG",1,NA,NA
"16297","united_states_united_states_united_states_united_states_bureau_of_reclamation_s_water_energy_and_efficiency_grants","ORG",1,NA,NA
"16298","bureau_s_water_energy_and_efficiency_grants","ORG",1,NA,NA
"16299","ca_department_of_water_resources","ORG",2,NA,NA
"16300","california_constitution_article_x_2","ORG",1,NA,NA
"16301","department_of_public_health_primary_maximum_contaminant_level","ORG",1,NA,NA
"16302","california_elevation_monitoring_chemical_abstracts_servicegem","ORG",1,NA,NA
"16303","environmental_quality_act_and_assembly","ORG",1,NA,NA
"16304","california_water_service_co","ORG",1,NA,NA
"16305","city_148","ORG",1,NA,NA
"16306","city_of_tulare_s","GPE",1,NA,NA
"16307","city_s_water_conservation_plant","GPE",1,NA,NA
"16308","consolidated_peoples_ditch_co","ORG",1,NA,NA
"16309","department_of_water_resources_mapping_tool","ORG",1,NA,NA
"16310","department_of_fish_and_game","ORG",3,NA,NA
"16311","district_s_strategic_plan","ORG",1,NA,NA
"16312","draft_sustainable_management_criteria_bmp","ORG",1,NA,NA
"16313","east_cell","ORG",1,NA,NA
"16314","enterprise","ORG",199,NA,NA
"16315","enterprise_basin","ORG",1,NA,NA
"16316","enterprise_cordeniz","ORG",1,NA,NA
"16317","exchange_purchase_fund","ORG",1,NA,NA
"16318","friant_division_central_valleyp_contractors","ORG",1,NA,NA
"16319","groundwater_recharge_capacity_study_and_groundwater_recharge_basin_strategic_plan","ORG",1,NA,NA
"16320","integrated_regional_water_management_implementation_grants","ORG",1,NA,NA
"16321","initial_set_up","ORG",1,NA,NA
"16322","interior_united_states_united_states_united_states_united_states_bureau_of_reclamation","ORG",8,NA,NA
"16323","joint_powers_authority_agreement","ORG",3,NA,NA
"16324","kaweah_branch","ORG",1,NA,NA
"16325","kaweah_delta_water","ORG",1,NA,NA
"16326","kaweah_river_system","ORG",1,NA,NA
"16327","kaweah_st_johns_river_association","ORG",1,NA,NA
"16328","kaweah_st_johns_rivers_watermaster","ORG",1,NA,NA
"16329","kaweah_subbasin_annual_report","ORG",1,NA,NA
"16330","kaweah_subbasin_basin_setting_document","ORG",5,NA,NA
"16331","kaweah_subbasin_report","ORG",1,NA,NA
"16332","mkgsa_advisory_committee_and_board_of_directors","ORG",1,NA,NA
"16333","mkgsa_joint_powers_authority","ORG",1,NA,NA
"16334","mkgsa_s_advisory_committee","ORG",1,NA,NA
"16335","mksga_board_of_directors","ORG",1,NA,NA
"16336","modflow_rch_package","ORG",3,NA,NA
"16337","mckay_point_reservoir","ORG",1,NA,NA
"16338","measurable_objective_of_a","ORG",1,NA,NA
"16339","mid_kaweah_groundwater_sustainability_agency_board_of_directors","ORG",1,NA,NA
"16340","monitoring_network_improvement_plan","ORG",1,NA,NA
"16341","natural_communities018","ORG",1,NA,NA
"16342","national_resource_conservation_service_soil_survey_for_western_tulare_county","ORG",1,NA,NA
"16343","north_branch_canal","GPE",1,NA,NA
"16344","project_and_a_united_states_united_states_united_states_united_states_bureau_of_reclamation_water_for_america_challenge_grant","ORG",1,NA,NA
"16345","project_s","ORG",1,NA,NA
"16346","regulations","ORG",2,NA,NA
"16347","san_joaquin_river_restorations","ORG",1,NA,NA
"16348","san_joaquin_river_restorations_restoration_and_water_management_goals","ORG",1,NA,NA
"16349","san_joaquin_river_restorations_water_management_goals","ORG",1,NA,NA
"16350","system_optimization_review_study_s_final_report","ORG",1,NA,NA
"16351","system_optimization_review_study_the_district","ORG",1,NA,NA
"16352","san_joaquin_air_pollution_control_district","ORG",1,NA,NA
"16353","santa_rosa","ORG",3,NA,NA
"16354","southeast_cell","ORG",1,NA,NA
"16355","st_johns_and","ORG",1,NA,NA
"16356","steel_tape_method","ORG",1,NA,NA
"16357","strategic_planning_effort","ORG",1,NA,NA
"16358","strategic_planning_effort_s_initial_set","ORG",1,NA,NA
"16359","tulare_irrigation_district_main_intake_canal","ORG",1,NA,NA
"16360","tulare_irrigation_district_s_main_intake_canal","ORG",1,NA,NA
"16361","technical_advisory_sub_committee","ORG",1,NA,NA
"16362","temperance_flat_reservoir_project","ORG",1,NA,NA
"16363","tulare_general_plan","ORG",1,NA,NA
"16364","tulare_irrigation_district_and","ORG",1,NA,NA
"16365","water_management_goal_of_the_san_joaquin_river_restoration_program","ORG",1,NA,NA
"16366","water_quality_objectives_for_groundwater","ORG",1,NA,NA
"16367","water_resources_element_of_the_general_plan","ORG",1,NA,NA
"16368","well_identification_sheet","ORG",1,NA,NA
"16369","well_impact_analysis","ORG",1,NA,NA
"16370","well_monitoring_network","ORG",1,NA,NA
"16371","x_mkgsa_board_of_directors","ORG",1,NA,NA
"16372","wwwmidkaweahorg","GPE",1,NA,NA
"16373","buena_vista_water_storage_district_groundwater_sustainability_agency","ORG",241,NA,NA
"16374","buttonwillow_management_area","ORG",102,NA,NA
"16375","maples_management_area","ORG",33,NA,NA
"16376","community_of_buttonwillow","ORG",19,NA,NA
"16377","buena_vista_coalition","ORG",15,NA,NA
"16378","buttonwillow_service_area","ORG",15,NA,NA
"16379","groundwater_quality_trend_monitoring_work_plan","ORG",20,NA,NA
"16380","dmw","ORG",15,NA,NA
"16381","itrc_mapping_evapotranspiration_at_high_resolution_with_internalized_calibration","ORG",8,NA,NA
"16382","palms_project","ORG",8,NA,NA
"16383","buttonwillow_county_water_district","ORG",5,NA,NA
"16384","buena_vista_groundwater_sustainability_plan","ORG",5,NA,NA
"16385","elk_hills","GPE",6,NA,NA
"16386","groundwater_sustainability_agency_component","ORG",4,NA,NA
"16387","groundwater_component","ORG",4,NA,NA
"16388","main_drain_canal","ORG",4,NA,NA
"16389","bfi","ORG",9,NA,NA
"16390","buena_vista_groundwater_sustainability_agency_water_budget","ORG",6,NA,NA
"16391","table_a_and_article_21","ORG",5,NA,NA
"16392","tulare","ORG",4,NA,NA
"16393","east_side_canal","ORG",5,NA,NA
"16394","adaptive_management_actions","ORG",2,NA,NA
"16395","bvsga","ORG",2,NA,NA
"16396","buena_vista_wsd","ORG",6,NA,NA
"16397","c2vsimfg_kern_historical_simulation_table_13_assessment_of_potential_native","ORG",2,NA,NA
"16398","ca_aqueduct_turnouts","ORG",2,NA,NA
"16399","district_monitoring_wells","ORG",3,NA,NA
"16400","groundwater_quality_management_plan","ORG",6,NA,NA
"16401","lux_land_company","ORG",2,NA,NA
"16402","maples_service_area","ORG",4,NA,NA
"16403","rrbwsd","ORG",8,NA,NA
"16404","sierra_scientific","ORG",3,NA,NA
"16405","water_distribution_summaries","ORG",3,NA,NA
"16406","buena_vista_water_storage_district_board_of_directors","ORG",2,NA,NA
"16407","basin_pumping","ORG",2,NA,NA
"16408","buena_vista_coalition_s","ORG",2,NA,NA
"16409","castaic_water_sale","ORG",2,NA,NA
"16410","delta_conveyance_project","ORG",4,NA,NA
"16411","distribution_system_improvement_projects","ORG",2,NA,NA
"16412","east_side_intake_canal","ORG",2,NA,NA
"16413","hydrologic_laboratory","ORG",2,NA,NA
"16414","kern_county_subbasin_coordinating_committee","ORG",2,NA,NA
"16415","tule_elk_reserve","ORG",2,NA,NA
"16416","water_resources_and_demands_budget","ORG",2,NA,NA
"16417","11b","ORG",1,NA,NA
"16418","1_mirasol_company","ORG",1,NA,NA
"16419","af_yr_of_table_a","ORG",1,NA,NA
"16420","af_yr5","ORG",1,NA,NA
"16421","adaptive_management_identification","ORG",1,NA,NA
"16422","aera_energy","ORG",1,NA,NA
"16423","agricultural_wells_agricultural","ORG",1,NA,NA
"16424","arcgistm","ORG",1,NA,NA
"16425","arkansas","GPE",1,NA,NA
"16426","buena_vista_groundwater_sustainability_agency_conditions_annual_reports","ORG",1,NA,NA
"16427","buena_vista_groundwater_sustainability_agency_resources_accounting_budget","ORG",1,NA,NA
"16428","bvgsp","ORG",2,NA,NA
"16429","basin_approach","ORG",1,NA,NA
"16430","basin_setting_section_2","ORG",1,NA,NA
"16431","belridge_pipeline","ORG",1,NA,NA
"16432","buena","GPE",3,NA,NA
"16433","buena_vista_s","ORG",1,NA,NA
"16434","c2vsimfg_kern_historical_groundwater_budget","ORG",1,NA,NA
"16435","c2vsimfg_kern_historical_simulation_table_12_sustainable","ORG",1,NA,NA
"16436","c2vsimfg_nonpondedcropdat","ORG",1,NA,NA
"16437","c2vsimfg_pondedcrop_areadat","GPE",1,NA,NA
"16438","c2vsimfg_urban_areadat","ORG",1,NA,NA
"16439","ca_aqueduct","ORG",1,NA,NA
"16440","environmental_quality_act_national_environmental_policy_act_considerations_council_on_environmental_qualitya","ORG",1,NA,NA
"16441","environmental_quality_act_national_environmental_policy_act_considerations_future","ORG",1,NA,NA
"16442","environmental_quality_act_national_environmental_policy_act_considerations_measurement","ORG",1,NA,NA
"16443","irrigation_management_information_system_station","ORG",5,NA,NA
"16444","crwqcb","ORG",1,NA,NA
"16445","calculated_horizontal","ORG",1,NA,NA
"16446","cawelo_wd","ORG",1,NA,NA
"16447","changed","ORG",1,NA,NA
"16448","characteristics","ORG",1,NA,NA
"16449","coast_range","ORG",5,NA,NA
"16450","conveyance","ORG",2,NA,NA
"16451","corn_camp_projects","ORG",1,NA,NA
"16452","costs_and_funding_construction","ORG",1,NA,NA
"16453","cross_sections_cross","ORG",1,NA,NA
"16454","dmw_12a","ORG",1,NA,NA
"16455","department_of_water_resources_2006","ORG",1,NA,NA
"16456","dale_et_al","ORG",5,NA,NA
"16457","data_management_pursuant","ORG",1,NA,NA
"16458","data_quality_and_consistency","ORG",1,NA,NA
"16459","delineation_of_recharge","ORG",1,NA,NA
"16460","direct_recharge_direct","ORG",1,NA,NA
"16461","environment_assessments","ORG",1,NA,NA
"16462","evapotranspiration_california_s","ORG",1,NA,NA
"16463","evapotranspiration_rates_evapotranspiration","ORG",1,NA,NA
"16464","extraction_projects_section_7_project_management_actions","ORG",1,NA,NA
